marca*,modelo,version,año**,precio,foto-agencia,id,kilometros,tipoCambio,zona,lat,long,cliente,tipoDeVenta
nissan,pick-up,FRON. 2.3 NP 300 4X2 SE,2018,7100000,https://api.deconcesionarias.com.ar/api/files/2da71ce1-44b1-46cd-9ade-41a6f02092f6/?2da71ce1-44b1-46cd-9ade-41a6f02092f6.jpg,70240d64-8e30-4d2d-be79-2667ed2b00d0,130000,ARS,"VILLA MERCEDES,Av 25 de Mayo,1984","-33,6550691","-65,4632764",Automotores de Cuyo,Usado
nissan,pick-up,FRON. 2.3 NP 300 4X4 LE,2016,7730000,https://api.deconcesionarias.com.ar/api/files/2ac39fd5-3fe5-407d-9966-2767c9d9aa01/?2ac39fd5-3fe5-407d-9966-2767c9d9aa01.jpeg,79200caa-6c0c-4af9-b8fc-bf5cc1c33ed1,155000,ARS,"CORRIENTES,Av.cazadores Correntinos,4050","-27,4873348","-58,8032526",Juanautomotores,Usado
nissan,pick-up,FRON. 2.5 NP 300 4X2,2011,3740000,https://api.deconcesionarias.com.ar/api/files/010abfa2-d97f-4761-82f1-5f609e91951e/?010abfa2-d97f-4761-82f1-5f609e91951e.jpeg,12b92ba0-48cb-4065-9edd-ad3389565457,237000,ARS,"CORRIENTES,Av.cazadores Correntinos,4050","-27,4873348","-58,8032526",Juanautomotores,Usado
nissan,pick-up,FRONTIER 2.3 DC 4X2 S,2022,9250000,https://api.deconcesionarias.com.ar/api/files/66347793-5296-43ce-bb50-4e54c0d06fc8/?66347793-5296-43ce-bb50-4e54c0d06fc8.jpg,920d6b0a-c817-4545-ac5f-e55958f4b7b2,0,ARS,"VILLA MERCEDES,Av 25 de Mayo,1984","-33,6550691","-65,4632764",Automotores de Cuyo,Usado
nissan,pick-up,FRONTIER 2.3 DC 4X2 X-GEAR,2021,9000000,https://api.deconcesionarias.com.ar/api/files/e2dab48b-3a1f-4ec4-934d-3f5ebcecedc8/?e2dab48b-3a1f-4ec4-934d-3f5ebcecedc8.jpg,2b4f49a0-39dc-4e9d-801e-9f3d90568077,40000,ARS,"NEUQUEN,PERTICONE,975","-38,9600623","-68,0455102",autonetonline,Usado
nissan,pick-up,FRONTIER 2.3 DC 4X2 X-GEAR,2022,9650000,https://api.deconcesionarias.com.ar/api/files/f6b49c9e-b673-4159-9f3a-087bafc77543/?f6b49c9e-b673-4159-9f3a-087bafc77543.JPG,073ae4d4-41d2-45fb-b06a-083e3bfd7c77,2000,ARS,,"-38,9600623","-68,0455102",RPM Moviles,Usado
nissan,pick-up,FRONTIER 2.3 DC 4X4 LE,2022,19500000,https://api.deconcesionarias.com.ar/api/files/676da3a7-aee0-4dbf-a3d6-51b776c70a93/?676da3a7-aee0-4dbf-a3d6-51b776c70a93.jpg,565d5bed-8ab4-4683-b09c-7682ff105a8b,5500,ARS,"RETIRO,San Mar,1100","-34,5951836","-58,3745734",Honor Dealers Sur,Usado
nissan,pick-up,FRONTIER 2.3 DC 4X4 LE AT,2019,9579000,https://api.deconcesionarias.com.ar/api/files/f9b65717-524d-417a-8f3f-5a3c4147eded/?f9b65717-524d-417a-8f3f-5a3c4147eded.jpeg,70e7d3f0-eda0-4ff6-8047-d826d6f26b68,55800,USD,"PILAR,Complejo Panamericana km 40","-34,4442967","-58,7593304",NRG Motors,Usado
nissan,pick-up,FRONTIER 2.3 DC 4X4 X-GEAR+,2022,13221000,https://api.deconcesionarias.com.ar/api/files/16110cb4-d7bb-4945-b70e-2ee2fc37402f/?16110cb4-d7bb-4945-b70e-2ee2fc37402f.jpg,ce4503a2-ca9d-42cf-a5e4-e6a586060ad7,0,ARS,"RIO CUARTO,San Martín,2191","-33,1167252","-64,3763017",Remincor,Usado
nissan,pick-up,FRONTIER 2.5 DC 4X4 ATTACK,2014,5750000,https://api.deconcesionarias.com.ar/api/files/24420a14-8d06-4b36-886e-8a28647c5cb2/?24420a14-8d06-4b36-886e-8a28647c5cb2.jpg,3fa20b8c-1209-4699-8523-0006b00c653a,160000,ARS,"1 DE AGOSTO,Av. Cervantes,3879","-34,7091154","-58,2255629",Espositoautomotores,Usado
nissan,pick-up,FRONTIER 2.5 DC 4X4 LE,2010,4400000,https://api.deconcesionarias.com.ar/api/files/41b93433-1267-4a14-86de-9e64bc9c58a9/?41b93433-1267-4a14-86de-9e64bc9c58a9.jpeg,450cd0c3-4470-435f-949b-2340040ccd1f,141500,ARS,"LA PLATA,25 esq 506,1900","-34,8954575","-58,0168671",mc automotores,Usado
nissan,pick-up,FRONTIER 2.5 DC 4X4 LE,2012,4600000,https://api.deconcesionarias.com.ar/api/files/f1e3c7d0-3040-4819-943f-19a16bd8eeeb/?f1e3c7d0-3040-4819-943f-19a16bd8eeeb.jpeg,019c6004-7a3d-441e-9d7b-990bf5fcc5f1,243000,ARS,"LAS ROSAS,AV DICKINSON,597","-32,4768297","-61,5890879",BOLATTI AUTOMOTORES,Usado
nissan,pick-up,FRONTIER 2.8 DC 4X2 SE,2003,2800000,https://api.deconcesionarias.com.ar/api/files/530b3264-9cf4-497b-aa5c-25d4d2dbbcb8/?530b3264-9cf4-497b-aa5c-25d4d2dbbcb8.jpeg,647f0617-90fc-4e70-baaa-d8324a87e8c3,364000,ARS,"LAS ROSAS,AV DICKINSON,597","-32,4768297","-61,5890879",BOLATTI AUTOMOTORES,Usado
nissan,sentra,1.8 ADVANCE PURE DRIVE,2017,4720000,https://api.deconcesionarias.com.ar/api/files/2a86b60b-3bdc-4c52-b2f3-183692437159/?2a86b60b-3bdc-4c52-b2f3-183692437159.jpeg,19276919-3527-4624-85fc-27634db8018e,57000,ARS,"CORRIENTES,Av.cazadores Correntinos,4050","-27,4873348","-58,8032526",Juanautomotores,Usado
nissan,sentra,1.8 ADVANCE PURE DRIVE,2018,5300000,https://api.deconcesionarias.com.ar/api/files/c26be1e3-b7ae-4562-9177-67b5c7e036f5/?c26be1e3-b7ae-4562-9177-67b5c7e036f5.jpg,b541459f-da38-4c88-ae08-c5d851a17dd9,95000,ARS,"NEUQUEN,PERTICONE,975","-38,9600623","-68,0455102",autonetonline,Usado
nissan,sentra,1.8 ADVANCE PURE DRIVE,2019,4400000,https://api.deconcesionarias.com.ar/api/files/5eff37ab-f6c1-4b3d-8777-042f3466b870/?5eff37ab-f6c1-4b3d-8777-042f3466b870.jpg,47ee7b10-022e-4a54-b7ae-fb8e7c2eeaa5,40000,ARS,"NEUQUEN,PERTICONE,975","-38,9600623","-68,0455102",autonetonline,Usado
nissan,sentra,1.8 ADVANCE PURE DRIVE,2019,4400000,https://api.deconcesionarias.com.ar/api/files/77ef2010-594e-4da6-bf66-1a569f25625c/?77ef2010-594e-4da6-bf66-1a569f25625c.jpg,8b3622f0-d734-44ad-8326-b3d495e01e8d,40000,ARS,"NEUQUEN,PERTICONE,975","-38,9600623","-68,0455102",autonetonline,Usado
nissan,sentra,1.8 SR PURE DRIVE CVT,2017,3800000,https://api.deconcesionarias.com.ar/api/files/fd92213b-8a8f-4a8e-a729-4ca34e91078d/?fd92213b-8a8f-4a8e-a729-4ca34e91078d.JPG,a788e0ed-5db6-41d4-90cd-0744438a4585,80000,ARS,,"-37,1492143","-58,4836059",RPM Moviles,Usado
nissan,tiida, 1.8 4 PTAS VISIA,2014,2300000,https://api.deconcesionarias.com.ar/api/files/897d0749-769e-47b5-a82a-a055e188367e/?897d0749-769e-47b5-a82a-a055e188367e.jpg,245616da-505f-49aa-9d4b-67395c5789de,120000,ARS,"VILLA URQUIZA,Av. Triunvirato,3668","-34,5820760","-58,4730852",RM automotores,Usado
nissan,versa,1.6 ADVANCE PURE DRIVE L15,2015,3315000,https://api.deconcesionarias.com.ar/api/files/f1d960d4-cd3b-4fe0-8845-ce16524980e1/?f1d960d4-cd3b-4fe0-8845-ce16524980e1.jpeg,2c5fb249-dbec-4788-b8ae-417a7310c9f2,77000,ARS,"CORRIENTES,Av.cazadores Correntinos,4050","-27,4873348","-58,8032526",Juanautomotores,Usado
nissan,versa,1.6 ADVANCE PURE DRIVE L15,2015,3415000,https://api.deconcesionarias.com.ar/api/files/1182927d-b56a-4ebb-b95f-7e2ed3bd069d/?1182927d-b56a-4ebb-b95f-7e2ed3bd069d.jpeg,9ddf021e-5853-4f15-bcdb-b8d6825f8add,57000,ARS,"CORRIENTES,Av.cazadores Correntinos,4050","-27,4873348","-58,8032526",Juanautomotores,Usado
nissan,versa,1.6 SENSE,2022,5000000,https://api.deconcesionarias.com.ar/api/files/bf1c4956-2164-4188-a439-7b820b5b8095/?bf1c4956-2164-4188-a439-7b820b5b8095.jpg,ef360919-56f6-4da5-96dd-a446ad7dfee4,1,ARS,"PATERNAL,Av San Martín,3285","-34,6014641","-58,4725336",AB motors ,Usado
nissan,versa,1.6 SENSE PURE DRIVE L15,2016,2600000,https://api.deconcesionarias.com.ar/api/files/b6c30e4b-649c-430f-979a-0ee3eeb69d9a/?b6c30e4b-649c-430f-979a-0ee3eeb69d9a.jpg,e3066429-31fb-4183-8ded-8c956b7a0e10,136000,ARS,"TOLOSA,calle 13,453","-34,9020815","-57,9798766",Zingaro Multimarca,Usado
nissan,versa,1.6 SENSE PURE DRIVE L15,2016,2900000,https://api.deconcesionarias.com.ar/api/files/772a6dfe-3f10-45f7-a191-ab09131e1cad/?772a6dfe-3f10-45f7-a191-ab09131e1cad.jpg,90a969df-be33-4a53-9ec8-664b6576a402,100000,ARS,"SAN MIGUEL DE TUCUMAN,SAN LORENZO,276","-26,8344557","-65,2022076",Boxus,Usado
nissan,xtrail,X-TRAIL 2.5 4X4 TEKNA  CVT,2014,6700000,https://api.deconcesionarias.com.ar/api/files/acc4a09f-4a75-45cd-8a0f-73407e51ba32/?acc4a09f-4a75-45cd-8a0f-73407e51ba32.jpg,fcad29eb-191b-4ec7-8351-11457ceda1c4,129000,ARS,"PILAR,Las Camelias,3190","-34,4383348","-58,7918752",Autonorte Pilar S.A,Usado
peugeot,206,1.4 5 PTAS GENERATION,2011,1750000,https://api.deconcesionarias.com.ar/api/files/db008a26-f599-4cca-bf4a-cf7cc86a572a/?db008a26-f599-4cca-bf4a-cf7cc86a572a.jpeg,661a4d0a-d7df-46ca-a593-5538806b766a,166000,ARS,"LAS ROSAS,AV DICKINSON,597","-32,4768297","-61,5890879",BOLATTI AUTOMOTORES,Usado
peugeot,206,1.4 5 PTAS GENERATION,2011,1800000,https://api.deconcesionarias.com.ar/api/files/3002f4b6-bb80-466b-bce1-0268bb0088ad/?3002f4b6-bb80-466b-bce1-0268bb0088ad.jpeg,aa113ba5-c50c-44e8-8d3a-01b8875b1bf7,83000,ARS,"LAS ROSAS,AV DICKINSON,597","-32,4768297","-61,5890879",BOLATTI AUTOMOTORES,Usado
peugeot,207,COMPACT 1.4 5 P XR//ACTIVE,2013,1750000,https://api.deconcesionarias.com.ar/api/files/2f044667-fa6e-43ee-8a6f-81f93aa5341b/?2f044667-fa6e-43ee-8a6f-81f93aa5341b.jpeg,d3712f4b-7edd-4904-90d8-27c9e89f310e,140000,ARS,"SALTA,Cordoba,940","-24,8020021","-65,4119545",FENICIOS AUTOMOTORES,Usado
peugeot,207,COMPACT 1.4 5 P XR//ACTIVE,2013,2100000,https://api.deconcesionarias.com.ar/api/files/c838b9b3-4d1c-4d01-a448-a85956308118/?c838b9b3-4d1c-4d01-a448-a85956308118.jpeg,81d411c6-7964-40fb-985f-f02a78f4728d,123000,ARS,"LAS ROSAS,AV DICKINSON,597","-32,4768297","-61,5890879",BOLATTI AUTOMOTORES,Usado
peugeot,207,COMPACT 1.4 5 P XR//ACTIVE,2013,2200000,https://api.deconcesionarias.com.ar/api/files/cf8d59c7-e948-4220-9c6f-13d39f6d10a6/?cf8d59c7-e948-4220-9c6f-13d39f6d10a6.jpeg,59affbb2-2a0a-4083-addb-5d16596374a6,146000,ARS,"PILAR,Las Camelias,3190","-34,4383348","-58,7918752",Autonorte Pilar S.A,Usado
peugeot,207,COMPACT 1.4 5 P XR//ACTIVE,2013,2420000,https://api.deconcesionarias.com.ar/api/files/1b16548a-c833-4fd3-85ea-6818cdcc1270/?1b16548a-c833-4fd3-85ea-6818cdcc1270.jpg,b3afb8e6-9fc6-460c-8f56-3602f2fd5692,111000,ARS,"PILAR,Las Camelias,3190","-34,4383348","-58,7918752",Autonorte Pilar S.A,Usado
peugeot,207,COMPACT 1.4 5 P XS//ALLURE,2014,2499000,https://api.deconcesionarias.com.ar/api/files/1c0b470a-5522-4ad7-9e2d-3b84208787ef/?1c0b470a-5522-4ad7-9e2d-3b84208787ef.jpeg,1af70022-29c6-41c9-be3b-ed5563118f11,112000,ARS,"CORDOBA,av ohiggins,4440","-31,4645324","-64,1690122",FFAutos,Usado
peugeot,207,COMPACT 1.4 5 P XS//ALLURE,2015,2600000,https://api.deconcesionarias.com.ar/api/files/26d6688f-0296-4136-816f-3ae416f31143/?26d6688f-0296-4136-816f-3ae416f31143.jpeg,f8c3f5fd-226c-4e5f-bd27-e769aba513de,66000,ARS,"LA PLATA,25 esq 506,1900","-34,8954575","-58,0168671",mc automotores,Usado
peugeot,207,COMPACT 1.4 HDI 4 P.XS//ALLURE,2011,2199000,https://api.deconcesionarias.com.ar/api/files/525fb907-3a74-49ba-98bb-83f1cba6175e/?525fb907-3a74-49ba-98bb-83f1cba6175e.jpeg,7a74d7ab-a499-4123-9630-6455588a5534,160000,ARS,"CORDOBA,av ohiggins,4440","-31,4645324","-64,1690122",FFAutos,Usado
peugeot,207,COMPACT 1.6 4 P XT PREMIUM,2009,2099000,https://api.deconcesionarias.com.ar/api/files/f377e5e5-34ae-4f9a-81cc-22935580fb11/?f377e5e5-34ae-4f9a-81cc-22935580fb11.jpg,74b30748-df30-4a22-8f4f-143d3e7f86ca,156000,ARS,"CORDOBA,av ohiggins,4440","-31,4645324","-64,1690122",FFAutos,Usado
peugeot,208,1.5 5P ALLURE,2014,2700000,https://api.deconcesionarias.com.ar/api/files/2a3ca563-967a-46cc-bd97-8adf94bdc9c3/?2a3ca563-967a-46cc-bd97-8adf94bdc9c3.jpg,91d235ca-0736-46d2-8c35-2791e87df221,70000,ARS,"ROSARIO,Filiberto,8237","-32,9375419","-60,7417264",AutoRosario SA,Usado
peugeot,208,1.5 5P ALLURE NAV,2014,2945000,https://api.deconcesionarias.com.ar/api/files/233bd58e-3c4c-42c4-b248-44822930a347/?233bd58e-3c4c-42c4-b248-44822930a347.jpg,d7c6f6fd-0f0f-49c9-90f2-6f66eda03912,73588,USD,"ACASSUSO,Av Libertador,14745","-34,4773085","-58,4968158",Munafo virtual,Usado
peugeot,208,1.5 5P ALLURE NAV,2015,3180000,https://api.deconcesionarias.com.ar/api/files/db999e10-2ae0-4aa5-9574-e345e9e2af0f/?db999e10-2ae0-4aa5-9574-e345e9e2af0f.jpeg,ba73ee86-cf2c-4200-8a53-bb10f305a7cf,93000,ARS,"CORRIENTES,Av.cazadores Correntinos,4050","-27,4873348","-58,8032526",Juanautomotores,Usado
PEUGEOT,208,1.5 ACTIVE N,2014,2600000,,,95000,ARS,"Colectora Sur Acceso Oeste, B1746 Francisco Alvarez, Buenos Aires","-34,6164185","-58,8511799",Lepic,Usado
peugeot,208,1.6 5P ACTIVE,2019,3300000,https://api.deconcesionarias.com.ar/api/files/bd56c70f-1bdf-49d7-af99-ddb13d7e611d/?bd56c70f-1bdf-49d7-af99-ddb13d7e611d.jpeg,e2fe9619-7a60-4000-a0b3-7d9b48433959,44000,ARS,"PILAR,Las Camelias,3190","-34,4383348","-58,7918752",Autonorte Pilar S.A,Usado
peugeot,208,1.6 5P ACTIVE,2019,3319000,https://api.deconcesionarias.com.ar/api/files/f8f33466-11dd-4c3e-83af-d53aafb32066/?f8f33466-11dd-4c3e-83af-d53aafb32066.jpg,5e8ed782-78ae-4149-956f-db140bcee192,44500,ARS,"VILLA DEL PARQUE,Llavallol ,2481","-34,4383348","-58,7918752",Inca Motors,Usado
peugeot,208,1.6 5P ACTIVE,2022,4965000,https://api.deconcesionarias.com.ar/api/files/86ff0bfe-4292-4c9b-8c10-e65076261101/?86ff0bfe-4292-4c9b-8c10-e65076261101.jpg,36fff97a-fd0a-41b8-8229-b2a3ee9b0eab,0,ARS,"RIO CUARTO,San Martín,2191","-33,1167252","-64,3763017",Remincor,Usado
peugeot,208,1.6 5P ALLURE,2013,2960000,https://api.deconcesionarias.com.ar/api/files/777d35bd-21af-4d84-9ab7-5dea34f2f70e/?777d35bd-21af-4d84-9ab7-5dea34f2f70e.jpeg,b6c43b1f-277f-4550-a583-d5b996f70965,90000,ARS,"CORRIENTES,Av.cazadores Correntinos,4050","-27,4873348","-58,8032526",Juanautomotores,Usado
peugeot,208,1.6 5P ALLURE,2017,3600000,https://api.deconcesionarias.com.ar/api/files/91fefc2e-d0ca-410b-8920-b7baae588978/?91fefc2e-d0ca-410b-8920-b7baae588978.jpeg,3fc75aed-4736-4163-8044-cbcf2c16116a,60000,ARS,"ROSARIO,Avellaneda,2422","-32,9581582","-60,6843556",MONT AUTOMOTORES,Usado
peugeot,208,1.6 5P ALLURE,2019,4550000,https://api.deconcesionarias.com.ar/api/files/0dab7871-4211-47e4-9d32-0318d46b6de3/?0dab7871-4211-47e4-9d32-0318d46b6de3.jpg,cafd526f-a52b-4a20-85d4-0f689987a511,59000,ARS,"TANDIL,Colectora Pugliese,1138","-37,3108351","-59,1160603",AutosExclusivos,Usado
peugeot,208,1.6 5P ALLURE NAV TIPTRONIC,2021,5300000,https://api.deconcesionarias.com.ar/api/files/d6670763-35ed-4ad9-9875-179ed50c869d/?d6670763-35ed-4ad9-9875-179ed50c869d.JPG,07e39971-cf78-4474-9e0e-ff43bf0ef1df,5000,ARS,,"-33,2941809","-66,2956203",RPM Moviles,Usado
peugeot,208,1.6 5P ALLURE TOUCH,2015,2770000,https://api.deconcesionarias.com.ar/api/files/68afd956-05d0-4266-950f-34e8900bf6cb/?68afd956-05d0-4266-950f-34e8900bf6cb.jpeg,5da714a1-85f5-4cd1-b4dd-fb2ae9268cb8,152251,ARS,"SAN LUIS,Av. del Fundador esq, Las voces del Chorrillero,","-33,2941809","-66,2956203",ExpoUsados,Usado
peugeot,208,1.6 5P FELINE,2017,4070000,https://api.deconcesionarias.com.ar/api/files/b0af7db4-cb86-42e9-883d-a33fb52bed4c/?b0af7db4-cb86-42e9-883d-a33fb52bed4c.jpeg,d2d95431-7b5a-470d-810e-0fd90c53180a,71000,ARS,"CORRIENTES,Av.cazadores Correntinos,4050","-27,4873348","-58,8032526",Juanautomotores,Usado
peugeot,208,1.6 5P FELINE,2018,3950000,https://api.deconcesionarias.com.ar/api/files/b75085f2-3b29-4617-9767-bf0ab0e8d0a3/?b75085f2-3b29-4617-9767-bf0ab0e8d0a3.jpg,f72a33f2-c582-40c5-bdb8-e63f53a534e7,52000,ARS,"1 DE AGOSTO,Av. Cervantes,3879","-34,7091154","-58,2255629",Espositoautomotores,Usado
peugeot,208,1.6 5P FELINE,2018,4400000,https://api.deconcesionarias.com.ar/api/files/92033a28-d80c-43b9-8582-f1068fe29f3f/?92033a28-d80c-43b9-8582-f1068fe29f3f.jpg,b1115998-7425-4b6e-807c-e8adee0111e6,44000,ARS,"VILLA MERCEDES,Av 25 de Mayo,1984","-33,6550691","-65,4632764",Automotores de Cuyo,Usado
peugeot,208,1.6 5P FELINE PK CUIR,2015,3000000,https://api.deconcesionarias.com.ar/api/files/37f4f5e9-c43c-499f-ae1c-3b873898941a/?37f4f5e9-c43c-499f-ae1c-3b873898941a.jpeg,a1466408-4a6e-49fb-970b-8bacf4d10a6f,153200,ARS,"LA PLATA,25 esq 506,1900","-34,8954575","-58,0168671",mc automotores,Usado
peugeot,208,1.6 5P FELINE PK CUIR,2016,3900000,https://api.deconcesionarias.com.ar/api/files/c7ab09d0-99ee-42cd-a888-55b11d04fb1e/?c7ab09d0-99ee-42cd-a888-55b11d04fb1e.jpg,2fb9eaa6-bb68-4c62-80cf-663c35e53ea1,98000,ARS,"VILLA MERCEDES,Av 25 de Mayo,1984","-33,6550691","-65,4632764",Automotores de Cuyo,Usado
peugeot,208,1.6 5P FELINE TIPTRONIC,2018,4588000,https://api.deconcesionarias.com.ar/api/files/8b350d34-4dae-48d0-af41-6f9187fbad47/?8b350d34-4dae-48d0-af41-6f9187fbad47.jpeg,62d80ce2-f899-49bc-96cd-edafd04440ab,60200,USD,"LA PLATA,25 esq 506,1900","-34,8954575","-58,0168671",mc automotores,Usado
peugeot,208,1.6 5P FELINE TIPTRONIC,2021,5610000,https://api.deconcesionarias.com.ar/api/files/3d9c808c-f254-4f77-9229-b83de5def545/?3d9c808c-f254-4f77-9229-b83de5def545.jpg,d0e1b741-9ccc-47b1-842c-9e8c123a6f9a,20000,ARS,"CORRIENTES,Av.cazadores Correntinos,4050","-27,4873348","-58,8032526",Juanautomotores,Usado
peugeot,208,1.6 5P FELINE TIPTRONIC,2022,5950000,https://api.deconcesionarias.com.ar/api/files/1ebbc391-8a0d-441e-aa70-f325787f8310/?1ebbc391-8a0d-441e-aa70-f325787f8310.jpg,90de3e33-2e83-4d94-a4e8-83f05d5786fc,100,ARS,"1 DE AGOSTO,Av. Cervantes,3879","-34,7091154","-58,2255629",Espositoautomotores,Usado
PEUGEOT,208,1.6 ALLURE 115,2020,3700000,https://www.landinginteligente.com/fotos/CatalogoUsados/Lepic/Peugeot-208-AE139TL/208.jpeg,,95000,ARS,"Colectora Sur Acceso Oeste, B1746 Francisco Alvarez, Buenos Aires","-34,6164185","-58,8511799",Lepic,Usado
PEUGEOT,208,1.6 FELINE 11S,2019,5050000,,,45000,ARS,"Colectora Sur Acceso Oeste, B1746 Francisco Alvarez, Buenos Aires","-34,6164185","-58,8511799",Lepic,Usado
peugeot,208,1.6 GT,2017,4495000,https://api.deconcesionarias.com.ar/api/files/7c171156-1525-4186-8aa3-aa89758f4c36/?7c171156-1525-4186-8aa3-aa89758f4c36.jpeg,5505701e-f592-4f52-ae4d-40e9909a7faf,31200,USD,"LA PLATA,25 esq 506,1900","-34,8954575","-58,0168671",mc automotores,Usado
peugeot,208,1.6 GT,2018,5549000,https://api.deconcesionarias.com.ar/api/files/61da8caf-a1c9-46dc-a535-64998a2e402c/?61da8caf-a1c9-46dc-a535-64998a2e402c.jpg,1ea57c83-1141-452e-af51-208141d4a8f4,60202,USD,"ACASSUSO,Av Libertador,14745","-34,4773085","-58,4968158",Munafo virtual,Usado
peugeot,208,1.6 XY,2014,4100000,https://api.deconcesionarias.com.ar/api/files/e2469ca5-f0e5-4828-a9c3-92c3ba05e374/?e2469ca5-f0e5-4828-a9c3-92c3ba05e374.jpg,bb4af54c-00d7-42b6-90dd-b1737bf65160,110000,ARS,"VILLA MERCEDES,Av 25 de Mayo,1984","-33,6550691","-65,4632764",Automotores de Cuyo,Usado
peugeot,301,1.6 ALLURE PLUS,2018,3500000,https://api.deconcesionarias.com.ar/api/files/3b131bc4-c641-46ed-b3d3-8fc117ce1edd/?3b131bc4-c641-46ed-b3d3-8fc117ce1edd.jpg,a1ada9cc-1fba-4067-92c0-dd867ae8a72f,28000,ARS,"ROSARIO,Filiberto,8237","-32,9375419","-60,7417264",AutoRosario SA,Usado
peugeot,301,1.6 HDI ALLURE,2018,3699000,https://api.deconcesionarias.com.ar/api/files/2ae3e516-4af8-44dc-b420-d3341a485e81/?2ae3e516-4af8-44dc-b420-d3341a485e81.jpeg,0d1e45e7-86a6-47e2-9f45-281c90ccb832,71000,ARS,"CORDOBA,av ohiggins,4440","-31,4645324","-64,1690122",FFAutos,Usado
peugeot,307,2.0 5 P. XS PREMIUM TIP.,2005,1760000,https://api.deconcesionarias.com.ar/api/files/5ac9d628-44ef-4164-838a-d8f18cd1c965/?5ac9d628-44ef-4164-838a-d8f18cd1c965.jpg,6d63881e-1b1e-4f9b-abed-604a73d21310,180000,ARS,"PILAR,Las Camelias,3190","-34,4383348","-58,7918752",Autonorte Pilar S.A,Usado
peugeot,308,1.6 HDI ACTIVE,2012,3015000,https://api.deconcesionarias.com.ar/api/files/f4f26e1b-e5bb-48d4-8ec0-1a9fc591ed4d/?f4f26e1b-e5bb-48d4-8ec0-1a9fc591ed4d.jpeg,8ffba251-22d7-4ded-a16c-64f17e223ff6,117000,ARS,"CORRIENTES,Av.cazadores Correntinos,4050","-27,4873348","-58,8032526",Juanautomotores,Usado
peugeot,308,1.6 HDI ALLURE NAV,2016,3900000,https://api.deconcesionarias.com.ar/api/files/2d20a561-87f1-4d0d-8682-bdac6c783378/?2d20a561-87f1-4d0d-8682-bdac6c783378.jpeg,73991076-b03c-488c-bc6e-0e6adda6e6c8,80000,ARS,"ROSARIO,Avellaneda,2422","-32,9581582","-60,6843556",MONT AUTOMOTORES,Usado
peugeot,308,1.6 HDI ALLURE NAV,2017,4100000,https://api.deconcesionarias.com.ar/api/files/5140cd24-4bed-45f7-bbe0-96137c3359ac/?5140cd24-4bed-45f7-bbe0-96137c3359ac.jpeg,50d564ea-8a0f-44d9-b29a-dd0e0f336277,137000,ARS,"LAS ROSAS,AV DICKINSON,597","-32,4768297","-61,5890879",BOLATTI AUTOMOTORES,Usado
peugeot,308,1.6 HDI FELINE,2014,3850000,https://api.deconcesionarias.com.ar/api/files/fa6c4c32-ca6b-4021-b4af-97fd79f4feaa/?fa6c4c32-ca6b-4021-b4af-97fd79f4feaa.jpeg,0633c05e-3fe0-4a08-8fdf-451908c0ad1b,145000,ARS,"CORRIENTES,Av.cazadores Correntinos,4050","-27,4873348","-58,8032526",Juanautomotores,Usado
peugeot,308,1.6 ACTIVE,2013,2900000,https://api.deconcesionarias.com.ar/api/files/9db2bdc1-0961-4d8c-bdcc-1f1db095b764/?9db2bdc1-0961-4d8c-bdcc-1f1db095b764.jpg,d7284bb2-bcae-40b3-83df-cc666c772c67,134000,ARS,"GUALEGUAYCHU,Av Tomas de Rocamora,255","-33,0118261","-58,5211183",Gerli Automoviles,Usado
peugeot,308,1.6 ALLURE NAV,2015,3300000,https://api.deconcesionarias.com.ar/api/files/3fde7ee8-63e2-4c55-b8f7-ec9d192e2a84/?3fde7ee8-63e2-4c55-b8f7-ec9d192e2a84.jpg,2e219f1d-c0e0-4ba4-975e-738e2b00eb1d,146000,ARS,"LAS ROSAS,RN178 & La Argentina,","-32,4632763","-61,5881291",AUTOMOTORES SUSANA,Usado
peugeot,308,1.6 ALLURE NAV,2017,4299000,https://api.deconcesionarias.com.ar/api/files/f1c0ab80-4936-421e-834c-9b2bf6154847/?f1c0ab80-4936-421e-834c-9b2bf6154847.jpeg,34ae812f-6811-4b9f-8fa0-c2d422b44f7e,68000,ARS,"CORDOBA,av ohiggins,4440","-31,4645324","-64,1690122",FFAutos,Usado
peugeot,308,1.6 THP FELINE,2016,4149000,https://api.deconcesionarias.com.ar/api/files/e85e0138-8982-44f3-b98c-ceccb2a45d25/?e85e0138-8982-44f3-b98c-ceccb2a45d25.jpeg,8393ca52-4504-40f8-9f7d-93edf32586a4,94000,ARS,"CORDOBA,av ohiggins,4440","-31,4645324","-64,1690122",FFAutos,Usado
peugeot,308,1.6 THP SPORT TIPTRONIC,2012,3300000,https://api.deconcesionarias.com.ar/api/files/1a8c142b-0fa3-46bf-859d-676947e8699a/?1a8c142b-0fa3-46bf-859d-676947e8699a.jpeg,9c8eb9a1-e565-499a-92bd-e6e7b64cb726,115000,ARS,"RIO CUARTO,San Martín,2191","-33,1167252","-64,3763017",Remincor,Usado
peugeot,308,2.0 ALLURE PLUS,2016,3700000,https://api.deconcesionarias.com.ar/api/files/eb31e22c-38b0-41b7-b20e-e87039fab0f8/?eb31e22c-38b0-41b7-b20e-e87039fab0f8.JPG,3b7f8301-8c0c-4ed8-b549-70397df3018f,50000,ARS,,"-4,7793835",,RPM Moviles,Usado
